id,label,DE,PY,SO,TC
1053,Generalizing generalizability in information systems research,research methodology; positivist research; interpretive research; quantitative research; qualitative research; case studies; research design; generalizability,2003,INFORMATION SYSTEMS RESEARCH,337
1054,Replicating online Yankee auctions to analyze auctioneers' and bidders' strategies,dynamic pricing; online auctions; simulation,2003,INFORMATION SYSTEMS RESEARCH,55
1055,Improving analysis pattern reuse in conceptual design: Augmenting automated processes with supervised learning,reuse; design automation; object-oriented systems; learning mechanisms; conceptual design; analysis patterns; APSARA; software development,2003,INFORMATION SYSTEMS RESEARCH,42
1056,Portfolios of control in outsourced software development projects,systems development; control; outsourcing; project management; case studies,2003,INFORMATION SYSTEMS RESEARCH,180
1057,Justifying contingent information technology investments: Balancing the need for speed of action with certainty before action,information technology investments; option valuation; strategic investments; strategic options,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22
1058,What do you know? Rational expectations in information technology adoption and investment,adaptive learning; business value; herd behavior; informational cascades; information technology investments; rational expectations hypothesis; technology adoption,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,26
1059,"Codifiability, relationship-specific information technology investment, and optimal contracting",B2B exchanges; codifiability; electronic marketplaces; relationship-specific investments; supplier management,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17
1060,Consumers prefer bundled add-ins,bundled software; consumer welfare; information goods; software add-ins; supplemental goods,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11
1061,Contingency pricing for information goods and services under industrywide performance standard,contingency pricing; information goods; information technology outsourcing; money-back guarantees; pricing of IT services; quality uncertainty,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13
1062,Economic implications of variable technology standards for movie piracy in a global context,contract theory; digital products; information goods; moral rent; movie piracy; pricing; technology standards; vertical segmentation,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19
1063,A taxonomy of antecedents of information systems success: Variable analysis studies,antecedents of success; information systems implementation; quantitative research; taxonomies,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,44
1064,From the vendor's perspective: Exploring the value proposition in information technology outsourcing,outsourcing of IS; case study; complementarity in organizational design; IS core competencies; management of computing and IS; systems maintenance; IS staffing issues; IS project management,2003,MIS QUARTERLY,221
1065,Trust and the unintended effects of behavior control in virtual teams,virtual teams; trust; behavior control; control theory; psychological contract; teamwork,2003,MIS QUARTERLY,109
1066,The influence of query interface design on decision-making performance,database; computer interface; decision-making,2003,MIS QUARTERLY,60
1067,User acceptance of information technology: Toward a unified view,theory of planned behavior; innovation characteristics; technology acceptance model; social cognitive theory; unified model; integrated model,2003,MIS QUARTERLY,4055
1068,In pursuit of moderation: Nine common errors and their solutions,tests of moderation; contingency models; PLS,2003,MIS QUARTERLY,192
1069,Measuring information technology payoff: A meta-analysis of structural variables in firm-level empirical research,meta-analysis; information technology payoff; business value IT; firm-level; discriminant analysis; logistic regression; process-orientation,2003,INFORMATION SYSTEMS RESEARCH,186
1070,Developing and validating an observational learning model of computer software training and skill acquisition,observational learning; modeling-based training; retention enhancement; behavior modeling; computer training; skill aquisition,2003,INFORMATION SYSTEMS RESEARCH,167
1071,The impact of experience and time on the use of Data Quality Information in decision making,data quality; information quality; Data Quality Information (DQI); decision making; data quality tags; data warehouse; metadata,2003,INFORMATION SYSTEMS RESEARCH,41
1072,A partial least squares latent variable modeling approach for measuring interaction effects: Results from a Monte Carlo simulation study and an electronic-mail emotion/adoption study,PLS; moderators; interaction effects; structural equation m; odeling; measurement error,2003,INFORMATION SYSTEMS RESEARCH,1243
1073,Organizing visions for information technology and the information systems executive response,information systems management; information tecbnology innovation; innovation diffusion; institutional theory; sense-making,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,44
1074,Extending critical success factors methodology to facilitate broadly participative information systems planning,critical success chains; critical success factors; information systems development portfolio; information systems planning; information systems project selection; information systems strategic planning; laddering; personal construct theory; strategic grid,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31
1075,Nearing the threshold: An economics approach to pressure on information systems professionals to separate from their employer,binomial logit model; economic analysis; information systems professionals; information technology human capital; personnel separation; workforce retention,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13
